date,location,debate,speakers,dialogue,word_count,candidate,withdrawn,avg_word_length
10/15/2019,Westerville,Fourth Debate,Warren," So I think this is about our values as a country. Show me your budget, show me your tax plans, and we'll know what your values are. And right now in America, the top 0.1 percent have so much wealth -- understand this -- that if we put a 2 cent tax on their 50 millionth and first dollar, and on every dollar after that, we would have enough money to provide universal childcare for every baby in this country, age zero to five, universal pre-K for every child, raise the wages of every childcare worker and preschool teacher in America, provide for universal tuition-free college, put $50 billion into historically black colleges and universities...",115,1,0,4.37
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator Warren.",4,0,0,5.25
10/15/2019,Westerville,Fourth Debate,Warren," ... and cancel -- no, let me finish, please, and cancel student loan debt for 95 percent of the people who have it. My question is not why do Bernie and I support a wealth tax. It's why is it does everyone else on this stage think it is more important to protect billionaires than it is to invest in an entire generation of Americans?",65,1,0,4.03
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator Warren.",4,0,0,5.25
10/15/2019,Westerville,Fourth Debate,Biden, No one is supporting billionaires.,5,1,0,5.8
10/15/2019,Westerville,Fourth Debate,Burnett," Mayor Buttigieg? Mayor Buttigieg, your response?",6,0,0,6.67
10/15/2019,Westerville,Fourth Debate,Buttigieg," I'm all for a wealth tax. I'm all for just about everything that was just mentioned in these answers. Let me tell, though, how this looks from the industrial Midwest where I live. Washington politicians, congressmen and senators, saying all the right things, offering the most elegant policy prescriptions, and nothing changes. I didn't even realize it was unusual to have empty factories that I would see out the windows of my dad's Chevy Cavalier when he drove me to school, I didn't know that wasn't every city until I went away to college. Now I drive my own Chevy. It's a Chevy Cruze. It used to be built right in Lordstown, which is now one more symbol of the broken promises that this president has made to workers. But why did workers take a chance on this president in the first place? It's because it felt like nobody was willing to actually do anything. And while he's unquestionably made it dramatically worse, this is time to realize that we're paying attention to the wrong things. We're paying attention...",179,1,0,4.26
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Mayor. Thank you, Mayor Buttigieg.",7,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Buttigieg, ... to who sounded better on a debate stage or in a committee hearing...,14,1,0,4.08
10/15/2019,Westerville,Fourth Debate,Burnett, Senator Klobuchar -- Senator Klobuchar...,5,0,0,8.0
10/15/2019,Westerville,Fourth Debate,Buttigieg, This is what it's going to take to get something done.,11,1,0,3.5
10/15/2019,Westerville,Fourth Debate,Burnett, Will a wealth tax -- will a wealth tax work?,10,0,0,3.56
10/15/2019,Westerville,Fourth Debate,Klobuchar," It could work. I am open to it. But I want to give a reality check here to Elizabeth, because no one on this stage wants to protect billionaires. Not even the billionaire wants to protect billionaires. We just have different approaches. Your idea is not the only idea. And when I look at this, I think about Donald Trump, the guy that after that tax bill passed went to Mar-a-Lago, got together with his cronies, and said, guess what, you guys all got a lot richer. That was the one time in his presidency he told the truth. So we have different ways -- I would repeal significant portions of that tax bill that help the rich, including what he did with the corporate tax rate, including what he did on international taxation. You add it all up, you got a lot of money that, one, helps pay for that childcare, protects that dignity of work, makes sure we have decent retirement, and makes sure that our kids can go to good schools.",174,1,0,4.17
10/15/2019,Westerville,Fourth Debate,Burnett, Thank you. Senator...,3,0,0,5.0
10/15/2019,Westerville,Fourth Debate,Klobuchar, It is not one idea that rules here.,8,1,0,3.38
10/15/2019,Westerville,Fourth Debate,Burnett," Thank you, Senator Klobuchar. Senator Warren, please respond.",8,0,0,6.25
10/15/2019,Westerville,Fourth Debate,Warren," So understand, taxing income is not going to get you where you need to be the way taxing wealth does, that the rich are not like you and me. The really, really billionaires are making their money off their accumulated wealth, and it just keeps growing. We need a wealth tax in order to make investments in the next generation. Look, I understand that this is hard, but I think as Democrats we are going to succeed when we dream big and fight hard, not when we dream small and quit before we get started.",95,1,0,4.19
10/15/2019,Westerville,Fourth Debate,Klobuchar, I would like to respond to that.,7,1,0,3.57
10/15/2019,Westerville,Fourth Debate,Burnett," Senator Klobuchar, respond, please.",4,0,0,7.25
10/15/2019,Westerville,Fourth Debate,Klobuchar," You know, I think simply because you have different ideas doesn't mean you're fighting for regular people. I wouldn't even be up on this stage if it wasn't for unions and the dignity of work. If my grandpa didn't have unions protecting him in those mines, he wouldn't have survived. If my mom didn't have unions as a teacher, she wouldn't have been able to make the wages she made when my parents got divorced. So just because we have different ideas, and get to the same place in terms of beating Donald Trump and taking this on, we are in Ohio. We can win Ohio in the presidency, but only if we unite, if we unite around ideals and don't go fighting against each other and instead take the fight to him.",133,1,0,3.88
