date,debate_name,debate_section,speaker,speech,speaking_time_seconds
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,"Because I have the right experience to take on Donald Trump. I get that it’s not traditional establishment Washington experience, but I would argue we need something very different right now. In order to defeat this president, we need somebody who can go toe to toe who actually comes from the kinds of communities that he’s been appealing to. I don’t talk a big game about helping the working class while helicoptering between golf courses with my name on them. I don’t even golf. As a matter of fact, I never thought I’d be on a Forbes Magazine list, but they did one of all the candidates by wealth, and I am literally the least wealthy person on this stage. I also wore the uniform of this country, and know what is at stake in the decisions that are made in the Oval Office, in The Situation Room. And I know how to bring people together to get things done.",50.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,"I know that from the perspective of Washington, what goes on in my city might look small, but frankly where we live, the infighting on Capitol Hill is what looks small. The usual way of doing business in Washington is what looks small, and I believe we to send somebody in who has a different kind of experience, the experience on the ground, solving problems, working side by side with neighbors on some of the toughest issues that come up in government. Recognizing what is required of executive leadership, and bringing that to Washington so that Washington can start looking a little more like our best run communities in the Heartland, before the other way around starts to happen.",38.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,Thank you Mayor.,0.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Pete Buttigieg,…Communities in the Heartland before the other.,0.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Thank you, mayor. Thank you, mayor. Senator Klobuchar, you said this of mayor Buttigieg. Quote: “Of the women on the stage. Do I think that we would be standing on that stage if we had the experience he had? No, I don’t. Maybe we’re held to a different standard.” Senator, what did you mean by that?",17.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Amy Klobuchar,"First of all, I’ve made very clear, I think that Pete is qualified to be up on this stage and I am honored to be standing next to him. But what I said was true. Women are held to a higher standard, otherwise we could play a game called name your favorite woman president, which we can’t do because it has all been men and including all vice presidents being men and I think any working woman out there, any woman that’s at home knows exactly what I mean.",29.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Amy Klobuchar,"We have to work harder and that’s a fact, but I want to dispel one thing because for so long, why has this been happening? I don’t think you have to be the tallest person on this stage to be president. I don’t think you have to be the skinniest person. I don’t think you have the loudest voice on the stage. I don’t think that means that you will be the one that should be precedent. I think what matters is if you’re smart, if you’re competent and if you get things done.",24.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Amy Klobuchar,"I am the one that has passed over a hundred bills as the lead Democrat in that gridlock of Washington in Congress on this stage. I think you’ve got to win and I am the one Mr. Vice president that has been able to win every red and purple congressional district as the lead on a ticket every time. I governed both with my head and my heart and if you think a woman can’t beat Donald Trump, Nancy Pelosi does it every single day.",29.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Andrea Mitchell,"Mr. Vice president, just a quick response.",7.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Joe Biden,"I think a woman’s qualified to be president and there’s no reason why. If you think the woman is the most qualified person now you should vote for them. The reason why I think I should be president and be the nominee is number one, I have brought people together my entire career. In the United States Senate, I’ve passed more major legislation than everybody on this stage combined. From the violence against women act, to making sure we have the chemical weapons treaty to did to dealing with Milosevic.",27.0
11-20-2019,November Democratic Debate Transcript – 5th Debate Transcript from Atlanta,Entire Debate,Joe Biden,"The whole range of things that I’ve been engaged in my whole career. I’ve done it. I’ve brought people together. I’m always told by everybody on here, things have changed. You can’t do that anymore. If we can’t. I thought the question was initially ask of the Senator, how do you unify this country? We have to unify this country. I have done it. I have done it repeatedly and lastly to be commander in chief, there’s no time for on the job training. I’ve spent more time in the situation room, more time abroad, more time than anybody up here. I know every major world leader, they know me and they know when I speak. If I’m the president United States who were four who were against and what we’ll do and we’ll keep our word.",36.0
